"epci2018";"Indic";"valeur_b100";"valeur";"valeur_france";"Indicateur";"Unite";"Indicateur_s"
"200042992";"FAM_3";82,1448604335633;7,71260580895942;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043016";"FAM_3";57,154970469487;5,36629747652184;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043065";"FAM_3";95,2766563177873;8,94555409914062;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043081";"FAM_3";70,5788037977396;6,62666525071409;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043123";"FAM_3";81,8964172809618;7,68927940616517;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043156";"FAM_3";95,4601759630784;8,96278481418305;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043172";"FAM_3";73,5963656752852;6,90998504872478;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043263";"FAM_3";124,732325953469;11,7111558366064;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043321";"FAM_3";104,314374494607;9,79410819421576;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043354";"FAM_3";84,3788277207321;7,92235367370841;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043396";"FAM_3";149,527091655261;14,0391438929997;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043404";"FAM_3";142,673533175112;13,3956612129264;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043438";"FAM_3";91,7275769043234;8,61232995880773;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043495";"FAM_3";108,193020103213;10,1582754043607;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043602";"FAM_3";60,2620063336808;5,65801801422008;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043628";"FAM_3";79,3772091396541;7,452750191287;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043693";"FAM_3";93,5942534900199;8,7875927884273;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043776";"FAM_3";50,061148511869;4,70025638582818;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043974";"FAM_3";90,6000796722407;8,50646890242697;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043982";"FAM_3";74,1003399976356;6,95730335038858;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200043990";"FAM_3";119,331243862649;11,2040466043494;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200044014";"FAM_3";52,431561816584;4,92281520846281;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200044030";"FAM_3";108,964370539712;10,2306977303088;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200044048";"FAM_3";96,9141570804685;9,09929954137246;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200044253";"FAM_3";98,425951186952;9,24124234760615;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200044394";"FAM_3";85,4676518751812;8,02458370312493;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200044469";"FAM_3";62,768920503806;5,8933929444229;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200044618";"FAM_3";121,336655704342;11,3923353291456;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200044691";"FAM_3";112,472434580477;10,5600709248848;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200046977";"FAM_3";128,889937808313;12,1015152720455;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200048551";"FAM_3";132,575201335015;12,4475257799893;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200049187";"FAM_3";88,4302581744727;8,30274370525988;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200049211";"FAM_3";70,6872568250336;6,6368479382723;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200049484";"FAM_3";64,7797970899816;6,08219475573259;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200054781";"FAM_3";125,206728599375;11,7556976446184;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200054807";"FAM_3";95,6820782274553;8,98361928494873;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200055481";"FAM_3";92,5678856970102;8,69122680569004;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200055655";"FAM_3";196,060031007616;18,4081356529551;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200055887";"FAM_3";107,121640836185;10,0576832807042;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200056232";"FAM_3";113,791501942476;10,6839185587461;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200056380";"FAM_3";124,863191474479;11,7234428399832;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200057859";"FAM_3";117,059252533955;10,9907286508329;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200057958";"FAM_3";145,339501170696;13,6459697549425;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200058360";"FAM_3";103,739790451347;9,74016032448428;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200058477";"FAM_3";126,722447258334;11,8980089282719;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200058485";"FAM_3";120,870697490295;11,3485863713968;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200058519";"FAM_3";116,492915377404;10,9375550837905;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200058782";"FAM_3";136,313381776304;12,7985046730601;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200059228";"FAM_3";173,184761731868;16,2603696969787;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200059392";"FAM_3";108,271470128058;10,1656411009379;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200059400";"FAM_3";52,9131823381849;4,9680347050084;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200059889";"FAM_3";143,864909903554;13,5075199345548;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200060010";"FAM_3";134,045026328483;12,5855280934991;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200065563";"FAM_3";87,2607921075682;8,19294218227497;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200065589";"FAM_3";118,789934789743;11,1532229316558;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200065597";"FAM_3";95,4252796238301;8,95950838632892;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200065647";"FAM_3";111,800572475863;10,4969895885295;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200065787";"FAM_3";90,4538305219655;8,49273752544228;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200065886";"FAM_3";98,6683980827485;9,26400576003409;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200065894";"FAM_3";100,687280952405;9,45355928372307;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200065928";"FAM_3";79,361073613532;7,45123522185565;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066009";"FAM_3";121,828394806572;11,438504862289;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066017";"FAM_3";90,6017840095465;8,50662892317246;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066025";"FAM_3";77,468691556664;7,27355889776748;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066033";"FAM_3";86,8619235358354;8,1554922913491;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066041";"FAM_3";66,4524431101517;6,23923999682751;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066058";"FAM_3";74,8207338604037;7,02494134820608;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066108";"FAM_3";86,0860494784776;8,08264524126933;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066116";"FAM_3";74,2830252652965;6,97445572546276;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066124";"FAM_3";83,4964875045517;7,83951048375259;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066132";"FAM_3";101,524491766479;9,53216526045575;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066140";"FAM_3";83,3201672749417;7,82295572402752;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066157";"FAM_3";111,323591693398;10,4522057184957;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066165";"FAM_3";106,914446491883;10,038229741006;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066173";"FAM_3";119,6545649195;11,234403316237;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066223";"FAM_3";58,6251466487708;5,50433276297422;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066231";"FAM_3";80,5185959024054;7,55991533990619;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066280";"FAM_3";121,152281928167;11,3750244194959;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066322";"FAM_3";107,256137023078;10,0703111683996;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066330";"FAM_3";72,141504815005;6,77338772220914;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066348";"FAM_3";54,1142656620642;5,0808047818203;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066355";"FAM_3";68,7744675264322;6,45725557208112;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066363";"FAM_3";44,1191043945052;4,14235606516554;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066371";"FAM_3";51,7480262381124;4,85863784611384;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066389";"FAM_3";92,2247282689938;8,65900765090984;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066405";"FAM_3";89,8735864429568;8,4382582332412;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066413";"FAM_3";85,2526254386131;8,00439480591333;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066462";"FAM_3";103,074406132393;9,6776871893853;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066512";"FAM_3";64,5021290199732;6,05612441659748;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066520";"FAM_3";56,0044659436895;5,25827625837057;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066553";"FAM_3";47,0184604554726;4,41457748328024;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066561";"FAM_3";46,4085043978548;4,35730852441461;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066587";"FAM_3";127,107473922431;11,9341591983003;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066603";"FAM_3";37,3493490388242;3,50674168581326;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066637";"FAM_3";43,3710521739104;4,07212121576032;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066645";"FAM_3";28,640520513354;2,6890671396486;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066652";"FAM_3";92,2180201491181;8,65837782350436;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066660";"FAM_3";58,5537211185489;5,49762659832326;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066678";"FAM_3";58,8431391215433;5,52480014222279;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066710";"FAM_3";103,838651207927;9,74944239084183;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066728";"FAM_3";112,045015438986;10,5199404123229;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066744";"FAM_3";64,484557557231;6,05447462664225;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066751";"FAM_3";44,5707834316422;4,1847643466724;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066769";"FAM_3";53,6658157064683;5,03869967975668;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066777";"FAM_3";105,96709786706;9,94928289188654;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066785";"FAM_3";98,2124166240561;9,22119352286518;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066793";"FAM_3";80,7713010983154;7,58364190723666;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066801";"FAM_3";99,8568812940866;9,37559280846581;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066819";"FAM_3";80,716944676299;7,57853836632144;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066827";"FAM_3";96,8975408928257;9,09773944248544;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066835";"FAM_3";75,4659745727913;7,08552319398769;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066850";"FAM_3";69,9625546126917;6,56880542820931;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066868";"FAM_3";88,380729046437;8,29809340043759;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066876";"FAM_3";104,093232623073;9,77334511696428;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066884";"FAM_3";81,325632915543;7,63568828933623;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066892";"FAM_3";81,8017738201947;7,68039330298793;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066918";"FAM_3";78,7776285955552;7,39645539252602;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066926";"FAM_3";71,6636983681394;6,72852633029486;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200066975";"FAM_3";95,4127402127508;8,95833105722737;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067023";"FAM_3";84,2056852458728;7,90609727433869;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067031";"FAM_3";92,8178289422807;8,71469405263901;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067049";"FAM_3";35,632326431448;3,34552991351407;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067064";"FAM_3";62,4854240506409;5,86677537662913;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067072";"FAM_3";81,3252034017803;7,63564796215904;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067080";"FAM_3";73,0159390714581;6,85548861921326;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067106";"FAM_3";61,7840462007353;5,80092279801488;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067114";"FAM_3";83,6258716152758;7,85165839706927;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067122";"FAM_3";83,6941085602538;7,85806518448659;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067130";"FAM_3";70,9508209583624;6,66159405452371;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067155";"FAM_3";52,5375850001324;4,93276975725629;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067163";"FAM_3";44,3558821849236;4,16458720357365;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067171";"FAM_3";63,6269187891961;5,97395066312922;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067189";"FAM_3";56,8859000509114;5,34103437348201;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067197";"FAM_3";85,5402365140258;8,0313986968353;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067205";"FAM_3";90,5863575072972;8,50518052420713;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067213";"FAM_3";100,41626693013;9,42811369514364;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067221";"FAM_3";105,586157810486;9,9135163146754;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067239";"FAM_3";74,6843717711583;7,012138270374;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067247";"FAM_3";83,579911350627;7,84734317391057;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067254";"FAM_3";74,5945798248955;7,00370767736199;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067262";"FAM_3";54,5061565773907;5,11759953847425;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067288";"FAM_3";59,1066923223992;5,54954523202102;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067296";"FAM_3";71,6991282082995;6,73185284871108;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067304";"FAM_3";92,7387683312536;8,70727102794034;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067320";"FAM_3";67,2084504864909;6,31022175821337;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067346";"FAM_3";95,0801704849881;8,92710598482858;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067361";"FAM_3";57,2422335259237;5,37449063130266;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067379";"FAM_3";90,6669104619226;8,51274366549793;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067429";"FAM_3";79,5800093550655;7,47179116489368;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067437";"FAM_3";76,3375476932122;7,16735545806375;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067445";"FAM_3";64,5347662510088;6,05918873609775;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067452";"FAM_3";50,1964757644382;4,71296230253152;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067460";"FAM_3";102,417792298671;9,61603751779923;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067478";"FAM_3";57,2436507789266;5,37462369761606;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067486";"FAM_3";86,5752075825653;8,12857244371602;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067502";"FAM_3";94,1889574801452;8,84342972605971;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067510";"FAM_3";50,7772033422537;4,76748699058191;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067544";"FAM_3";56,0837683547753;5,26572198574993;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067551";"FAM_3";86,9992407972014;8,16838505058067;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067593";"FAM_3";51,8024639845245;4,86374902260119;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067627";"FAM_3";74,2765331527891;6,97384617905447;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067635";"FAM_3";112,493038254827;10,5620054101057;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067643";"FAM_3";105,254935392665;9,88241774161476;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067650";"FAM_3";78,4854236313667;7,36902017999645;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067668";"FAM_3";89,2348764575313;8,37828955939073;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067676";"FAM_3";86,9795867475274;8,16653972590808;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067684";"FAM_3";73,5897345116147;6,9093624467607;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067692";"FAM_3";39,4636211413979;3,70525133345237;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067700";"FAM_3";61,6926567054493;5,79234221064155;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067742";"FAM_3";58,311687530996;5,47490199153142;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067759";"FAM_3";91,9680809366829;8,63491095519951;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067767";"FAM_3";77,6215006003367;7,28790618512875;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067783";"FAM_3";71,1364739676669;6,67902507175906;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067791";"FAM_3";60,9313275030451;5,72086078139568;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067817";"FAM_3";115,512420452293;10,8454961185046;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067825";"FAM_3";80,8439315335729;7,59046120078611;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067841";"FAM_3";81,6629791064547;7,66736182530578;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067866";"FAM_3";110,383462216468;10,3639366773571;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067874";"FAM_3";83,3854747675974;7,82908746427964;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067882";"FAM_3";46,3656932476097;4,35328897256041;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067890";"FAM_3";54,7469692022617;5,14020950871034;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067908";"FAM_3";57,9760656221541;5,4433903489273;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067916";"FAM_3";63,4121314585791;5,95378421564773;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067924";"FAM_3";75,6367397796111;7,10155639094164;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067932";"FAM_3";88,3399460016977;8,29426426802318;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067940";"FAM_3";52,6000058375242;4,93863046857198;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067957";"FAM_3";82,0769091701265;7,70622584426848;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067965";"FAM_3";105,409902604631;9,89696766005036;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067973";"FAM_3";103,380792265263;9,70645387613459;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067981";"FAM_3";87,0186528846273;8,17020765734457;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200067999";"FAM_3";110,23446050905;10,3499468619491;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200068005";"FAM_3";106,731149100568;10,0210198934566;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200068047";"FAM_3";198,11405253793;18,6009883561288;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200068070";"FAM_3";112,853590751098;10,5958577931093;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200068088";"FAM_3";71,5799021723791;6,72065868011227;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200068096";"FAM_3";64,2550677326886;6,03292775755609;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
"200068104";"FAM_3";86,0978074504622;8,08374920081776;9,38903026708187;"Part des ménages avec 3 enfants

ou plus";"%";"Familles nombreuses"
